PolNumber,FileName,Status,ErrorDetails,ExpectedResult,Timestamp
4400852873,WDQuote_4400852873.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
4400850323,WDQuote_4400850323.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
4400825796,WDQuote_4400825796.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
4400783656,WDQuote_4400783656.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
4400565210,WDQuote_4400565210.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
4400475444,WDQuote_4400475444.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
4400299919,WDQuote_4400299919.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
4400237638,WDQuote_4400237638.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
4400151482,WDQuote_4400151482.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280414413,WDQuote_280414413.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280543884,WDQuote_280543884.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280557550,WDQuote_280557550.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
840001773,WDQuote_840001773.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
840002232,WDQuote_840002232.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
880001817,WDQuote_880001817.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26000910,WDQuote_D26000910.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26000911,WDQuote_D26000911.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280059669,WDQuote_280059669.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280059972,WDQuote_280059972.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280060372,WDQuote_280060372.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280064966,WDQuote_280064966.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280073439,WDQuote_280073439.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280201658,WDQuote_280201658.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280201699,WDQuote_280201699.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280274400,WDQuote_280274400.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280002523,WDQuote_280002523.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280007369,WDQuote_280007369.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280051961,WDQuote_280051961.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
280058697,WDQuote_280058697.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26004325,WDQuote_D26004325.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26004403,WDQuote_D26004403.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26004612,WDQuote_D26004612.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26004654,WDQuote_D26004654.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26004655,WDQuote_D26004655.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26005901,WDQuote_D26005901.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
0002100323,WDQuote_0002100323.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26003701,WDQuote_D26003701.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26004144,WDQuote_D26004144.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26004145,WDQuote_D26004145.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26004146,WDQuote_D26004146.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26004247,WDQuote_D26004247.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26004248,WDQuote_D26004248.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26004298,WDQuote_D26004298.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26002119,WDQuote_D26002119.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
D26002143,WDQuote_D26002143.xml,PASS,,ExpectedToPass=1,2026-03-26T03:07:22.111291+00:00
